filename,C_0,tau_0,R_th_0,T_amp_0,C_1,tau_1,R_th_1,T_amp_1
18594756506601-r4858666-n911952_cleaned.parquet,202.62020369487468,13.130896981495123,0.06480546728335597,9.399843889394008,171.1902340372927,11.292901791223734,0.06596697442894814,9.70461309855935
18791932614653-r4858666-n976057_cleaned.parquet,77.27166428107583,8.398977696965721,0.10869414778507194,11.79831018996975,81.06444396454691,10.634955097723173,0.13119136550636568,16.357099889777103
18860668372338-r7217787-n851693_cleaned.parquet,,,,,150.26027132395512,26.494929252504857,0.17632690942892584,16.479320323667142
16906565686189-r9040233-n851693_cleaned.parquet,163.78923476901187,30.008058899393184,0.18321142376489424,10.59640393599422,148.65695817487742,26.281543683243484,0.17679322922998558,10.669037503021611
18881694429730-r4229531-n386398_cleaned.parquet,,,,,165.09423048644575,23.189904885558338,0.14046465959004079,9.497817575454892
18915034319106-r8015356-n386398_cleaned.parquet,,,,,129.52759836309286,20.996344344402882,0.16209938738727905,25.94911760633606
18886086579024-r1457839-n911952_cleaned.parquet,252.3104022329847,47.91056909631665,0.1898874111899508,14.607495759120264,324.4463589486633,69.08951189193247,0.21294586912859886,16.4336468971924
18886086579024-r6272977-n911952_cleaned.parquet,316.915497153623,64.41802138514889,0.20326560854145487,16.15818326829135,218.83299148815624,38.403710339429,0.1754932383744683,13.623739026607032
18886086579024-r8333645-n386398_cleaned.parquet,128.49264711707735,25.272097446690633,0.19668127331569182,15.935126937436547,116.58112958134717,18.762017539035007,0.16093528692345854,11.653849626043824
19152327471753-r6760045-n911952_cleaned.parquet,197.298145109472,35.74350697382568,0.18116494178895193,17.934888387346053,,,,
19206220906107-r2652301-n830961_cleaned.parquet,,,,,128.36988825714286,27.02659641866088,0.21053688513401853,18.48841841742181
